id,name,artist_id,artists,artist_genre,album_type,album_id,album_name,album_release_date,duration_ms,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
5lbeUlfWKtXsUsOk6tscZz,the a team,72qGRng3c6BZNeYJH3C5ct,sleep.ing,"",single,5F0rVfRsZs4pbmjVlbVD55,the a team,2021,185600,46,0.568,0.33,1,-10.228,1,0.0446,0.873,0.0,0.142,0.503,102.509,4.0
5lvW7Nmpn83a0Zpk8jSSbS,fix you,1ilUB3NMw5oU1jMmnrUkF7,my fantastic,"",single,6QJa9mxz2sGbLPrM1N4PkB,fix you,2005,176377,36,0.586,0.263,0,-12.043,0,0.0283,0.902,0.266,0.085,0.0688,129.978,4.0
5mFrdpvoxokKCWp9uHE1ok,no air,0C7P4ox94jj7mYQnjwO7nX,lúc,acoustic chill,single,2F3Erhty0yDsiuOBfMlasO,no air,2020,199114,46,0.674,0.116,9,-13.448,1,0.0375,0.862,0.0,0.0979,0.21,129.976,4.0
5mQSXVIEby1cb3CWHaqSlK,heaven - mtv unplugged version,3Z02hBLubJxuFJfhacLSDc,bryan adams,"canadian pop,canadian singer-songwriter,classic canadian rock,heartland rock,mellow gold,soft rock",album,081klksuaEwHIzuHGCks5p,mtv unplugged,1997,270507,57,0.367,0.332,0,-8.87,1,0.0331,0.717,0.0,0.678,0.344,130.476,4.0
5mXz9WHwtBeLhv0zhkinMV,maria elena,1TKifb1r4wnGbY5CYIwjGb,los indios tabajaras,"easy listening,lounge",album,7qrX2GdsS3NmyG4yZbL6SY,los indios tabajaras,2000,190160,45,0.676,0.174,11,-15.964,1,0.0452,0.965,0.858,0.126,0.596,84.066,4.0
5nMRpGfqQ0tb1TMbqBVK2J,rockabye - acoustic version,38SWPOPO1YqxUPnT4AAoID,the mayries,"acoustic cover,acoustic pop,neo mellow,viral pop",album,6NIj5YBKDtfqUJ5qDy9PbI,#acoustic,2018,157467,54,0.528,0.291,10,-9.696,1,0.0401,0.914,0.0,0.121,0.355,76.805,4.0
5nTHryNER0Teyaa4Y6XLa7,moments,1SNWW6LUqF0uJxbnSgJcQr,oakwhisper,"",single,1nVjd0D1TypRpB7Xjet07j,moments,2022,143092,33,0.518,0.128,11,-13.262,1,0.056,0.979,0.807,0.104,0.392,153.829,4.0
5o15hfwF7dpgzKSjtmIlnF,i knew you were waiting (for me) - acoustic,"3ib0ROvqntFv8PPQ2CIlso,08qkAEn1wetskAwcPrcOPf","kaiak,hannah's yard","acoustic chill,viral pop",single,3dpXGbIHbU9UWPagO5zXQn,i knew you were waiting (for me) [acoustic],2021,197627,36,0.369,0.197,0,-10.598,1,0.0418,0.915,0.0,0.155,0.398,184.814,4.0
5oJCiOl3C4OyeP0sqgBeEt,flowers - acoustic version,6cpVjPOo5Ozn28hUfYBXqm,jonah baker,"acoustic cover,viral pop",single,05zhjpsykO81wnvNA0chzp,flowers (acoustic version),2023,182763,44,0.85,0.163,7,-12.699,0,0.0519,0.796,0.0,0.116,0.562,114.135,4.0
5oOFTgwGq2iWdBRWt7oGOP,the wind,0FF5X1HHWJyHT3ubLlkK6F,allison adams tucker,"",single,5vQzx5cg8CzGaZa7R1OXN3,1977: retro trilogy ep,2023,262120,21,0.358,0.531,7,-9.313,1,0.0275,0.875,0.0289,0.101,0.501,86.606,3.0
5p0s4na5wJHnaNw9azmiQm,"black hole sun - recorded live at red robinson show theatre, vancouver, canada on april 30, 2011",0XHiH53dHrvbwfjYM7en7I,chris cornell,"alternative metal,alternative rock,grunge,rock",album,24QtdNLprYc0U57zdMcQoc,songbook,2011,277733,53,0.449,0.385,0,-4.878,1,0.0301,0.731,0.0,0.958,0.179,123.299,4.0
5p3JunprHCxClJjOmcLV8G,walk on the wild side,42TFhl7WlMRXiNqzSrnzPL,lou reed,"art rock,classic rock,glam rock,permanent wave,psychedelic rock,rock,singer-songwriter",album,5SqbMEyAt8332ISGiLX0St,transformer,1972,254173,71,0.575,0.318,0,-16.729,1,0.109,0.683,2.02E-4,0.0934,0.385,104.522,4.0
5p97RCPwZ0hCs2grztC4ai,floating,0imX3QCdp1ozlEiyXBtiFy,evergreen dream,"",single,4e1XBNHXHfnnnVzdFMIthI,floating,2023,123643,30,0.718,0.0581,6,-16.933,1,0.0608,0.973,0.851,0.0977,0.123,139.278,4.0
5pq4v03P5PxMcnCagg4S3Z,in case you didn’t know,7CQwac16i1W5ej8YpuL3dv,boyce avenue,"acoustic cover,neo mellow,viral pop",album,4GRswj5X73eFGhe6QDTRCD,"cover sessions, vol. 4",2017,225165,57,0.633,0.299,11,-7.798,1,0.0353,0.833,0.0,0.109,0.341,147.549,4.0
5q8oIrsH13BGnUVlCjUqUO,light&love - acoustic version,2qNk1jkjPrStQcPrQ6Rvy0,space eyes,"",single,0LscbyiG0kNXED93MdDOGu,light&love (acoustic version),2022,115862,28,0.549,0.129,3,-16.608,1,0.041,0.916,0.0,0.121,0.0741,144.079,4.0
5qqabIl2vWzo9ApSC317sa,wonderwall - remastered,2DaxqgrOhkeH0fpeiQq2f4,oasis,"beatlesque,britpop,madchester,permanent wave,pop rock,rock",album,1VW1MFNstaJuygaoTPkdCk,(what's the story) morning glory? [remastered],1995,258773,75,0.378,0.896,2,-4.066,1,0.0407,4.52E-4,0.0,0.194,0.469,174.302,4.0
5qqjH7OzpopN29uFwKjp9F,el paso,2WWTUZ3LpcAAPhSEz3H0rg,alex g,"",single,0Eb2FwraeemXUYgV6MFmAw,"in the still & homespun, pt. iv - ep",2018,178819,9,0.431,0.249,6,-11.917,0,0.0322,0.811,1.79E-5,0.132,0.236,155.535,4.0
5rGj8K2qNCwQYtuwGt9o3V,come out and play (acoustic),364ovD0MRp9ezaNTkRoLeA,gavin mikhail,"piano rock,viral pop",single,0q8ylTbP20A0PHpjiD7x9E,come out and play (acoustic),2018,218656,12,0.519,0.27,2,-9.476,1,0.0385,0.951,8.13E-6,0.113,0.309,138.144,4.0
5rPMDmNwuOk3t4LrHpAeRw,sonny,5Ae5MzG7JJlSFIa7yQeXmI,a sound for you,"",single,6j0bxU63PRZwfFtUordUDL,sonny,2022,105357,24,0.742,0.0767,6,-15.045,1,0.0583,0.938,0.621,0.11,0.525,84.016,4.0
5s6JcPoEGhJhKR3mE31InD,first morning,7iWDCqhLWP7tGRvYpOzj4J,the cabin tapes,calming instrumental,single,2CxUjudA1Uu2dpR1Q69N1w,first morning,2021,99750,35,0.592,0.205,11,-16.484,1,0.0467,0.942,0.94,0.0941,0.613,90.607,4.0
5sZYVQVC1B700dWe6bUA5x,heart's on fire,0gadJ2b9A4SKsB1RFkBb66,passenger,"folk-pop,neo mellow",album,3WvSr7uc2MOaNgWDxNxLqJ,whispers (deluxe),2014,251373,41,0.415,0.345,6,-11.332,1,0.029,0.676,9.32E-4,0.13,0.18,146.757,4.0
5t4hOPr0Co3YqeoI6In7aV,avoidance,3CBHXhdUqx63xJe4C4vzNg,andrew gialanella,"",album,6YjjpX2dGPsFMrhZvVHTwq,avoidance,2022,126879,25,0.756,0.155,4,-15.551,1,0.0398,0.928,0.863,0.106,0.476,78.501,4.0
5tV7QNSURiLd8trSLrZahV,the cave,3gd8FJtBJtkRxdfbTu19U2,mumford & sons,"modern folk rock,stomp and holler,uk americana",album,1c2Ee269Rj9w8wn8s3qQu9,sigh no more,2009,218000,65,0.59,0.513,4,-9.476,1,0.0375,0.0481,1.08E-4,0.0906,0.406,141.988,4.0
5u6Woby9oKAF8LhhuxykH1,"girl, you'll be a woman soon",5LEUigTSXpwrtERRcSW1N4,urge overkill,"alternative pop,alternative rock",single,7rtF6RdFTI13m1Lvv2jInv,stull,1992,189627,62,0.514,0.584,5,-13.049,1,0.042,0.0698,1.83E-4,0.205,0.558,114.142,4.0
5uJIlg1BlfpuLmkzdTt7We,havana - acoustic,7HXBbxW6YwU8lvgBew2p2A,matt johnson,"acoustic cover,viral pop",album,1ue4WfkiX8fkg0So6WMGGu,covers,2017,141143,49,0.807,0.403,2,-8.759,0,0.0316,0.901,0.0,0.12,0.95,105.037,4.0
5ucmxJFw1F2AfKWi501byq,kiss me more - piano acoustic,7lPWuLostTtlIShgm4wpf0,sam tsui,"post-teen pop,viral pop",single,2OaqDQsRxJ585pgD1YIYgH,kiss me more (piano acoustic),2021,174785,40,0.729,0.22,5,-10.741,1,0.0376,0.874,0.0,0.15,0.692,105.007,4.0
5vk20vCA4C23pXxFhtbBTx,i'm the one - acoustic,11gRZ3XWWyqrY8LUdV5EZT,sunset & highland,acoustic chill,single,6WzXYSMc9J693mYihBbTwe,i'm the one (acoustic),2017,233489,49,0.601,0.372,3,-6.148,1,0.0292,0.835,0.0,0.129,0.444,146.086,4.0
5vpRsRSqIETB8HiHzoJ9lV,high tide,1acLmH4vW6PaaqDCDyNf46,danny black,"calming instrumental,progressive jazz fusion",album,5yLqVDYBeB03t52Nm0myXi,adventure soundtrack,2017,109493,38,0.692,0.418,7,-6.772,1,0.0436,0.718,0.801,0.129,0.15,113.032,4.0
5vxer8lq0jPkRTsjUVkO29,just a fool,"6WyeyhNDpeIVbznnztFDQZ,0FcC38n7nTB9YS1xhFOKDX","jake coco,savannah outen","channel pop,post-teen pop,viral pop",album,0vvo4loG7VUdqaJYmObO9l,the covers. vol. 4,2013,247654,14,0.422,0.314,6,-7.643,1,0.0332,0.782,0.0,0.097,0.155,166.087,3.0
5w7H37CXx4FqDtlCstlpGY,little mermaid medley: part of your world / under the sea / kiss the girl,7kwEvDE8e7EBGKh5bLczqQ,anthem lights,"ccm,christian alternative rock,christian music,viral pop,worship",single,66cY8K9gWDTr6QVag6iphi,magical medleys,2016,172965,26,0.384,0.306,2,-8.32,1,0.0314,0.716,0.0,0.358,0.479,86.472,3.0
5wRlJqhGOeCIcVgzHju26R,black hole sun,0ctDwj3JrAvrI1GGn4ulTS,drainers,"",single,09qSDyzWOiZ9dHRdaDKEc7,black hole sun,2022,136808,37,0.587,0.385,0,-15.343,1,0.0263,0.624,0.888,0.122,0.0706,100.016,4.0
5wSOHIQZQQO5khFcjATSJC,blossoming tree,5G70OWQLpkb6IXJU1ut7E1,wanderer's trove,calming instrumental,single,1JJh2TayCDjzqNoz0iJuLC,waiting for spring,2019,181289,27,0.442,0.299,5,-9.382,1,0.0625,0.969,0.94,0.122,0.374,86.608,1.0
5wfy4RalC2K42QXlltpxJE,remembering sunday,46gyXjRIvN1NL1eCB8GBxo,all time low,"modern rock,pop punk,rock",album,2e8m3glGL3xIuSrGGXzcIc,"so wrong, it's right (deluxe version)",2008,256733,57,0.449,0.602,6,-4.8,0,0.0264,0.149,0.0,0.141,0.32,170.04,3.0
5wtCf1L40Hmf3ptlKfXt1U,upside down,3GBPw9NK25X1Wt2OUvOwY3,jack johnson,neo mellow,album,641SHR0kg4ZwvSLg4OmuH4,jack johnson and friends: sing-a-longs and lullabies for the film curious george,2006,208653,71,0.793,0.65,6,-8.298,0,0.0433,0.228,1.28E-4,0.163,0.647,102.477,4.0
5x8ne1bXZsp5hVcffmHv8n,each day,1SNWW6LUqF0uJxbnSgJcQr,oakwhisper,"",single,0ogJZt9Iqzb6ez5hUaYsx3,each day,2022,143294,36,0.629,0.118,6,-16.426,1,0.0438,0.882,0.583,0.117,0.161,113.389,5.0
5xw7GcaolfdT4Sbl2GyzEW,boundary,3CBHXhdUqx63xJe4C4vzNg,andrew gialanella,"",single,43jcgJUbPS4u194wcGmlVy,boundary,2021,111340,21,0.708,0.202,6,-15.419,1,0.0436,0.936,0.96,0.117,0.328,96.975,3.0
5y788ya4NvwhBznoDIcXwK,the sound of silence - acoustic version,70cRZdQywnSFp9pnc2WTCE,simon & garfunkel,"classic rock,folk,folk rock,melancholia,mellow gold,rock",album,5pnJrocLlZ3FWEbcr2PTz0,"wednesday morning, 3 a.m.",1964,185413,71,0.525,0.216,6,-13.551,1,0.0301,0.837,0.0,0.107,0.328,106.761,4.0
5y7dWJo2jHKv3LBDhU0R0U,haven,3CBHXhdUqx63xJe4C4vzNg,andrew gialanella,"",single,1Du2ihjUxQsgok2PBJv1Or,haven,2022,135616,41,0.821,0.0906,6,-12.35,1,0.146,0.989,0.897,0.11,0.343,146.096,4.0
5yGW5jpNzRr66bczvCHInX,don't you worry child,0NxhAEPOSeCg6vypFr7yjU,madilyn bailey,"post-teen pop,viral pop",album,0BPySuoy9mNFxHMJW8ZbG0,"the covers, vol. 4",2013,207787,52,0.463,0.356,4,-7.751,0,0.0417,0.814,0.0,0.334,0.378,125.231,1.0
5yscixnnZFKuWh5lzpE9UB,married with children - remastered,2DaxqgrOhkeH0fpeiQq2f4,oasis,"beatlesque,britpop,madchester,permanent wave,pop rock,rock",album,3F7qb5AiQdWxuMgSyQ9zyg,definitely maybe (remastered) [deluxe edition remastered],1994,195000,53,0.586,0.433,4,-10.851,1,0.0273,0.788,0.0,0.0795,0.289,87.272,4.0
5yyRH93h4Pm6tXXYTxt7ea,the blower's daughter,14r9dR01KeBLFfylVSKCZQ,damien rice,"irish rock,irish singer-songwriter,neo mellow,singer-songwriter",album,3ADELRoZ4I8WLE7clLU7La,o,2003,286653,50,0.342,0.2,4,-13.569,1,0.0324,0.134,1.53E-4,0.341,0.0743,133.113,4.0
5z0rixDlXqm0iXZ1Zxz3YX,digging shelters,3QbwwBVHCVDEDrVpvUcCwj,neil halstead,"indie folk,melancholia",album,6nWn2IqFMPLfo5fEi42XOe,palindrome hunches,2012,220867,42,0.513,0.274,4,-11.394,1,0.0286,0.835,0.0976,0.11,0.279,76.372,4.0
5zH710lFSLtkHbMkslLDjR,crazy on you,34jw2BbxjoYalTp8cJFCPv,heart,"album rock,classic rock,hard rock,heartland rock,mellow gold,new wave pop,pop rock,rock,soft rock",album,2N0AgtWbCmVoNUl2GN1opH,dreamboat annie,1975,293440,64,0.427,0.459,9,-12.442,0,0.0332,0.116,1.03E-4,0.132,0.383,129.878,4.0
5zIibL5wMNDtZT1T46KJSQ,torn - acoustic,0gLBsvcwZ3tSBxFaCo3BIp,quarry,"",single,4WfwzLtZPXV5FQo7IaMCRg,torn (acoustic),2020,208432,35,0.465,0.183,1,-11.064,1,0.0787,0.893,0.0,0.176,0.176,87.047,4.0
5zh2UxS8LIu1IxJr8CtpdA,daughter of the stars,0ntbMrwuIENLciux8Pid8S,tiwayo,"",single,7rfOH7aGhWEm7NX0y7lbQS,daughter of the stars,2023,172493,22,0.504,0.343,3,-9.879,0,0.0431,0.793,0.0309,0.11,0.191,81.929,4.0
60mZa7yrQYPUSBUps1GE4q,teenage dream,39S7Y72G0tdDPy2INGFicV,sara farell,"acoustic cover,channel pop,neo mellow,viral pop",album,4snKT0WGNCbtZ9AESdeWKB,#covers,2018,197195,39,0.53,0.0776,6,-15.478,1,0.0462,0.937,0.0,0.122,0.282,179.911,1.0
612VcBshQcy4mpB2utGc3H,tears in heaven - acoustic live,6PAt558ZEZl0DmdXlnjMgD,eric clapton,"blues rock,classic rock,electric blues,rock",album,3ebyEGol0Abc7VAxYf7vEg,unplugged (deluxe edition),1992,280000,67,0.695,0.336,9,-12.999,1,0.0313,0.8,0.00264,0.701,0.422,79.109,4.0
61CDoykGgGQ7c1NmReOA04,kids again,"4s9BppHyLQVbcAIdzVGivL,6LZMT40ot82WlrWyYQmwyB","tristan deniet,jason lux","",single,3TFPqAPoNyfaSnwj29dHfy,kids again,2020,173335,38,0.693,0.221,11,-11.251,1,0.0482,0.915,0.0,0.114,0.476,133.528,4.0
61QPFSEa9HvWD9Qc1v2OVW,mull of kintyre - remastered 1993,3sFhA6G1N0gG1pszb6kk1m,wings,"album rock,art rock,beatlesque,classic rock,folk rock,mellow gold,rock,soft rock",compilation,5KmV008tb0n0xusPf75Kd7,all the best (uk version),1987,283627,48,0.35,0.313,2,-13.537,1,0.0264,0.00156,0.0,0.281,0.408,92.503,3.0
61TDH0v8Yqn5iGhB5YGvin,vos,5Ae5MzG7JJlSFIa7yQeXmI,a sound for you,"",single,2K5DKWUYgBpgoELQkktX03,vos,2022,131803,29,0.852,0.182,7,-10.356,1,0.122,0.856,0.873,0.106,0.32,122.016,4.0
61jmHrLDCfktZ6Si5jcNxc,believe - acoustic,4LaimQU44rsz2kMWQmY6Bi,john adams,"acoustic cover,viral pop",single,1Xn7kxc6qD7oITHWglCn5l,believe (acoustic),2020,179887,53,0.765,0.241,4,-8.865,1,0.0373,0.873,0.0,0.111,0.182,123.95,4.0
61tSCszonYbdlqFWgAt2f1,let it go - acoustic,1uuV1avDy9Eup5gYHXVG05,amber leigh irish,"acoustic cover,viral pop",album,5GkuY9Il0OakVEzNyX7mP4,simply acoustic,2018,204043,35,0.501,0.247,9,-10.297,0,0.0481,0.92,0.0,0.117,0.358,97.019,5.0
62JvDbmEtwIU3m4LhiG6Ah,water of love,0WwSkZ7LtFUFjGjMZBMt6T,dire straits,"album rock,classic rock,mellow gold,rock,soft rock",album,2rCS6Xwx32V27pvgFzLzlT,dire straits,1978,325667,41,0.817,0.552,7,-12.962,1,0.0336,0.481,0.0144,0.187,0.939,120.918,4.0
62T3YSvpISSDNcdokDwR8b,all your love (liam´s song),1j6i1I9ePKWgJIWu9sLzf6,nick paschenda,"",single,1tlndW0mQxFregUiENUXkQ,all your love (liam´s song),2023,237174,9,0.615,0.0983,11,-12.948,1,0.0286,0.897,0.0,0.11,0.426,68.049,4.0
62kT20ij5eNpuFylcljR3r,at seventeen - remastered,5c9uFWpZY2MTlk7Rft0tgp,janis ian,"classic uk pop,folk,folk rock,mellow gold,singer-songwriter",album,2nK6qb1OGjcL7cPFW6ZZzC,between the lines,1975,281240,48,0.599,0.16,0,-23.239,1,0.0481,0.891,7.41E-4,0.117,0.316,125.397,4.0
63n5NzBZEpCMGy6GQkCtLM,reasons,3CBHXhdUqx63xJe4C4vzNg,andrew gialanella,"",single,2XCqHSHTUQlnq5aikwyxmL,reasons,2022,158800,29,0.554,0.123,0,-11.269,1,0.0414,0.993,0.874,0.087,0.374,149.721,4.0
63tGreXLNjvSFrR2pD0oMO,every breath you take - acoustic,6KJzTOkw6FCQx81JK09TJN,paul canning,"acoustic cover,channel pop,viral pop",single,4AFdFlDRacdn0sVMO0TLfu,every breath you take (acoustic),2018,212356,35,0.419,0.209,7,-8.926,1,0.0381,0.937,0.0,0.0753,0.324,205.801,4.0
63wsZUhUZLlh1OsyrZq7sz,fast car,"7CQwac16i1W5ej8YpuL3dv,7h4j9YTJJuAHzLCc3KCvYu","boyce avenue,kina grannis","acoustic cover,neo mellow,viral pop",album,7hh9qCfFuLlaMpjCMzTiZz,"cover sessions, vol. 2",2012,304293,58,0.392,0.251,10,-9.845,1,0.0363,0.807,0.0,0.0797,0.508,204.961,4.0
6404yXtOMXolxXav46cYCV,what do you mean / where are ü now (acoustic mashup) [feat. kaya may],"2WROyFfIOmKtRopsTrIL52,7o6uQNwIGw0FgF8U5vnfBV","landon austin,kaya may","channel pop,indiecoustica,post-teen pop,viral pop",album,2EgxnKUw4dIPq7jgRYpizb,covers: six,2016,216660,35,0.403,0.271,8,-10.926,1,0.0358,0.739,0.0,0.0981,0.354,122.793,4.0
64yrDBpcdwEdNY9loyEGbX,21 guns,7oPftvlwr6VrsViSDV7fJY,green day,"permanent wave,punk",album,1AHZd3C3S8m8fFrhFxyk79,21st century breakdown,2009,321093,72,0.268,0.742,5,-4.939,1,0.0355,0.0518,0.0,0.626,0.416,159.779,4.0
65P0LJJh9vEa5yR6S2xIZR,leave the door open - acoustic,4FCvYJ06Q8c4AScPG501KY,blame jones,"acoustic cover,channel pop,viral pop",single,47GrZGrgepJsZqTuAhmkUD,leave the door open (acoustic),2021,186504,46,0.817,0.305,6,-7.73,1,0.0451,0.874,0.0,0.115,0.52,148.017,3.0
65VhbQdqvozUntjnlFkFbZ,you are my sunshine,7h4j9YTJJuAHzLCc3KCvYu,kina grannis,"acoustic pop,neo mellow,viral pop",single,32nZKFl8daLfQZyH6yLozH,you are my sunshine,2018,123609,56,0.664,0.0755,10,-19.836,1,0.0389,0.91,0.0,0.164,0.575,80.004,1.0
65YDMuJmyF8cxTrk4Xogy0,every breath you take (feat. liza anne),"52MFUXZatn0KsT2bdPQI2a,426VSUSxx9puUYFgp7l7EQ","aaron krause,liza anne","",single,0AQ6evdrI5Nkmp5lDYYCCh,every breath you take (feat. liza anne),2013,223893,57,0.325,0.201,6,-11.595,0,0.0282,0.758,0.0,0.0977,0.172,81.869,4.0
65f8Ca4HbZCMLhpZPTHW4O,what it is,0FI0kxP0BWurTz8cB8BBug,mark knopfler,"classic rock,mellow gold",album,7oIBSEe5L89s2UXK0I8tYg,sailing to philadelphia,2000,295893,41,0.624,0.682,6,-7.274,0,0.0302,0.615,0.252,0.288,0.432,122.084,4.0
66zJHUPPAMGEdsoH9tcN0e,mercy - acoustic,7n2wHs1TKAczGzO7Dd2rGr,shawn mendes,"",compilation,7dJGA0NIzPNdA6oXWeTVWr,acoustic pop,2019,219160,33,0.57,0.347,11,-6.649,0,0.0358,0.711,0.0,0.11,0.43,74.054,4.0
674WNL7f5Xo8XxtipzB3ao,heaven is a place on earth,38SWPOPO1YqxUPnT4AAoID,the mayries,"acoustic cover,acoustic pop,neo mellow,viral pop",album,2yENbnhh873NzrwFmxYMeO,#acoustic #2,2019,193333,55,0.634,0.176,0,-14.703,1,0.0307,0.931,1.6E-6,0.136,0.335,107.974,4.0
67QWinkLRgRO4s5n3UEpu8,girl - acoustic,6AyATGg7mDgBlZ4N5uNog0,syml,pop,single,5ir7hV6psau9naGBD1I2C4,girl,2018,211882,58,0.413,0.272,1,-11.568,1,0.0317,0.945,0.0271,0.112,0.354,109.687,4.0
67VSxn0MehzEdGlDkEYfog,all my loving,"5hBlYNHQa69ayImuzihy8a,0LyfQWJT6nXafLPZqxe9Of,2xB4MQ4QKWM0tX9ojRBdIw","mike stocksdale,various artists,becca roth","",compilation,198kJr7szGoAXupXgB51iV,acoustic covers 2021,2021,156298,33,0.638,0.252,0,-7.93,1,0.0428,0.872,5.03E-4,0.119,0.344,71.294,4.0
67q8yivDoOPXCYodi1zTix,glue myself shut,2RQXRUsr4IW1f3mKyKsy4B,noah kahan,pop,single,7rAXvbNQSxnAnVl3taoMLj,cape elizabeth,2020,196202,61,0.621,0.309,1,-8.095,1,0.056,0.877,0.0,0.355,0.699,73.472,4.0
68ngc4vLwImhAeWHmXKcEI,teenage dream,39S7Y72G0tdDPy2INGFicV,sara farell,"acoustic cover,channel pop,neo mellow,viral pop",single,4EljF3hf20ZscDyd8bBB7R,teenage dream,2018,197195,42,0.53,0.0776,6,-15.478,1,0.0462,0.937,0.0,0.122,0.282,179.911,1.0
68wFRJkpaKcKsShO4aYzfS,what a wonderful world - live,4rljPSpCHQzUJMNOvmw1DL,dana williams,la pop,single,1Lk1WjiCvJqRXZh0hR4dF1,what a wonderful world - live,2016,117085,32,0.509,0.166,0,-9.17,1,0.0328,0.912,0.0,0.0969,0.256,77.802,4.0
68xnGmup4wL7Ie4vhy5SOs,can't see straight - acoustic,1jhdZdzOd4TJLAHqQdkUND,jamie lawson,"devon indie,neo mellow",single,0FeiXtVLwH2i5Bes9MKeWj,can't see straight (acoustic),2017,188058,51,0.811,0.38,9,-6.235,1,0.0406,0.712,0.0,0.309,0.647,98.04,4.0
69D9LtJfcaMnY7S47ZjiPd,origins,3CBHXhdUqx63xJe4C4vzNg,andrew gialanella,"",single,4j0GD89RIFQGPphIKm9StA,origins,2022,123938,43,0.719,0.0877,4,-16.945,1,0.0884,0.992,0.963,0.111,0.388,160.001,4.0
69d9kb1rQwbDKI1UlO7Zf5,goosefeather,4xsqwbF6mpNckpRPn4AEBr,riverkin,"",single,2qNkOL7MgmDaFpTGCiqUZd,two trees,2021,160063,30,0.567,0.109,9,-20.138,1,0.0698,0.919,0.9,0.116,0.199,105.336,3.0
69jAWn8c3I81SHphhF6zHj,señorita - acoustic,"1tTQcokfKcsCxZaHF2pIhw,2kfmnXYxa9yh0RkUBPjSwZ","bailey rushlow,dan berk","acoustic cover,channel pop,viral pop",single,3Ar1IuER5q0B6ZJDKHJVzt,senorita (acoustic),2019,199056,46,0.761,0.237,0,-9.12,1,0.0353,0.664,0.0,0.155,0.846,114.102,4.0
69rQf90qFsCLr3WHwXIrQ7,when the party's over - acoustic,1tTQcokfKcsCxZaHF2pIhw,bailey rushlow,"acoustic cover,channel pop,viral pop",album,3DPTuqiNaZoGea5dXRcbCS,"acoustic covers, vol. 2",2023,155904,44,0.555,0.164,0,-12.522,1,0.0562,0.927,0.0,0.138,0.305,120.271,3.0
6AKySnjOsroKR8mXT3JGZu,anew,1SNWW6LUqF0uJxbnSgJcQr,oakwhisper,"",single,5OWpsChWDfYEPwcG2vrt6R,anew,2023,143589,30,0.788,0.128,0,-14.717,1,0.079,0.942,0.859,0.106,0.519,124.087,4.0
6AOERFL1yqYDDP5vbxFdj8,halt,3CBHXhdUqx63xJe4C4vzNg,andrew gialanella,"",single,0iVGK1eTIVQcoBAp6Pbkl5,halt,2022,110471,32,0.752,0.117,11,-13.104,1,0.0659,0.944,0.94,0.106,0.281,84.99,4.0
6AVbtprNn18sQcX54K5MTo,she will be loved - acoustic,04gDigrS5kc9YWfZHwBETP,maroon 5,pop,album,3toVRkWzjEYU9U51GDqllW,1.22.03 acoustic,2004,276787,64,0.623,0.494,11,-9.281,0,0.0313,0.496,5.96E-6,0.698,0.563,98.556,4.0
6AYFKOPbmd12rUP5DalRwB,3 rounds and a sound,6qiGjRyN7TJ1GA2nXF68Hi,blind pilot,"indie folk,neo mellow,new americana,portland indie,stomp and holler",album,2VPbzka8iaNvwJ4KI588w1,3 rounds and a sound,2008,266960,52,0.381,0.288,1,-12.323,1,0.0337,0.843,0.00226,0.12,0.198,59.343,4.0
6AsKDs4T44LKPl2MfTlKrQ,roxanna,5Ae5MzG7JJlSFIa7yQeXmI,a sound for you,"",single,7yljgnWLugvr0vQuwjS37g,roxanna,2022,133750,24,0.815,0.19,11,-15.214,1,0.0449,0.951,0.936,0.106,0.395,119.954,4.0
6AvcWp4oTkqj4ZLqf3zxPh,lonely together,2msPoIYdnKVeuOOM960FC2,sofia karlberg,viral pop,single,7qb9g34jZgUlhLPTXKd4CJ,lonely together,2017,187795,46,0.306,0.248,1,-11.211,1,0.0596,0.896,0.0,0.104,0.392,74.374,4.0
6Bcsu35LlV2YyUSa1X7Cpf,mr. brightside,0INDB6Snts5NDbzh8jC3lk,run river north,"indie poptimism,modern alternative rock,modern rock,stomp and holler",single,6cxIb7DQLAhGSZQXYsybPo,superstition,2017,272000,55,0.392,0.178,2,-12.016,1,0.0318,0.859,0.00453,0.117,0.178,123.137,4.0
6By7bdjfyDOXiIjKXLoZ35,all the stars,2msPoIYdnKVeuOOM960FC2,sofia karlberg,viral pop,single,62Y9WnCJ0yxYn4hlS5lJqf,all the stars,2018,248586,37,0.468,0.289,1,-10.788,1,0.0395,0.932,0.0,0.108,0.336,81.952,4.0
6C59fCVU93fBCY6pDe5Euc,meet me at our spot,38SWPOPO1YqxUPnT4AAoID,the mayries,"acoustic cover,acoustic pop,neo mellow,viral pop",single,02K4BycIJATkCYjhIaFYhF,meet me at our spot,2022,157821,32,0.396,0.306,2,-9.961,1,0.0341,0.906,0.0,0.246,0.309,179.222,4.0
6C8JxPSv1kcKYGz2jEIq3p,electric,"3pQdXwhxumx8toJMvaqBrS,6LZMT40ot82WlrWyYQmwyB,14FalyPBwXYg2XLauocHaU","kellie rose,jason lux,craymer","",single,0rufFyiyTj4LX1ndeUdwx1,electric,2020,223985,33,0.59,0.141,3,-12.882,1,0.0315,0.917,0.0,0.122,0.271,114.496,4.0
